hycg,#genre#
CCTV2,http://iptv.xxika.net:8188/rtp/239.77.0.137:5146$广东电信
CCTV2,http://z.d4p.cn:8000/rtp/239.49.8.50:9802$江苏电信
CCTV2,http://server.juzhijian.com:8822/rtp/239.16.20.2:10020$河南电信
CCTV2,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.102:10250$湖北电信
CCTV2,http://a.xiongnas.top:8888/rtp/239.3.1.60:8084$北京联通
CCTV2,http://kms.yzzdxc.cn:16666/rtp/239.37.0.003:5540$吉林电信
CCTV2,http://joyznm.i234.me:20000/rtp/239.3.1.60:8084$北京联通
CCTV2,http://101.wifi98.com:9001/rtp/232.0.0.135:1234$辽宁联通
CCTV2,http://alist.guangyuan.site:8188/rtp/239.77.0.137:5146$广东电信
CCTV2,http://zhangkx717.cn:9999/rtp/239.69.1.102:10250$湖北电信
CCTV2,http://www.liangcl.top:8686/rtp/233.50.201.119:5140$浙江电信
CCTV2,http://www.sjwyp.com:4022/rtp/239.254.200.158:6000$河北电信
CCTV3,http://www.hunterpoon.tech:4000/rtp/239.76.253.153:9000$湖南电信
CCTV3,http://www.hunterpoon.tech:4000/rtp/239.76.246.153:1234$湖南电信
CCTV3,http://thhomes.cn:4000/rtp/239.3.1.172:8001$北京联通
CCTV3,http://www.yzddy.top:8800/rtp/239.49.8.74:8000$江苏电信
CCTV3,http://kodbox.guangyuan.site:8188/rtp/239.77.0.169:5146$广东电信
CCTV3,http://zczb.aylzline.top:8899/rtp/225.1.2.141:10864$河南联通
CCTV3,http://168250.xyz:1111/rtp/239.5.1.101:5000$天津电信
CCTV3,http://pr.19760929.xyz:9688/rtp/239.77.0.169:5146$广东电信
CCTV3,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.196:5140$浙江电信
CCTV3,http://phmanet.com:9999/rtp/239.76.253.153:9000$湖南电信
CCTV3,http://phmanet.com:9999/rtp/239.76.246.153:1234$湖南电信
CCTV3,http://www.sclvip.top:8787/rtp/239.49.8.74:8000$江苏电信
CCTV3,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.196:5140$浙江联通
CCTV3,http://www.lvyjay.win:4022/rtp/233.50.201.196:5140$浙江电信
CCTV3,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.172:8001$北京联通
CCTV3,http://pve.iszbd.com:4022/rtp/225.0.4.142:7980$重庆联通
CCTV3,http://zqh2333.top:2222/rtp/239.94.0.3:5140$四川电信
CCTV3,http://home.scanflove.com:7788/rtp/235.254.198.53:1488$重庆电信
CCTV3,http://r.xace.fun:4999/rtp/239.3.1.172:8001$北京联通
CCTV3,http://www.hiliu.myds.me:18088/rtp/239.69.1.122:10370$湖北电信
CCTV3,http://www.andy-nas.top:8623/rtp/239.76.253.153:9000$湖南电信
CCTV3,http://www.andy-nas.top:8623/rtp/239.76.246.153:1234$湖南电信
CCTV3,http://hiliu.myds.me:18088/rtp/239.69.1.122:10370$湖北电信
CCTV3,http://www.marcvision.xyz:8000/rtp/238.1.78.170:7232$安徽电信
CCTV3,http://b.xiongnas.top:8888/rtp/239.3.1.172:8001$北京联通
CCTV3,http://www.maomizi.cn:9530/rtp/239.77.0.169:5146$广东电信
CCTV3,http://zb.hexuntong.net:8188/rtp/239.3.1.172:8001$北京联通
CCTV3,http://esxi.juzhijian.com:8822/rtp/239.16.20.3:10030$河南电信
CCTV3,http://www.maomizi.cn:9527/rtp/239.77.0.169:5146$广东电信
CCTV3,http://www.lizhinas.top:10086/rtp/239.252.219.252:5140$江西电信
CCTV3,http://audios.guangyuan.site:8188/rtp/239.77.0.169:5146$广东电信
CCTV3,http://jxyxnk.x3322.net:4022/rtp/239.252.219.252:5140$江西电信
CCTV3,http://hook.msen.site:8000/rtp/235.254.198.53:1488$重庆电信
CCTV3,http://nas.yzzdxc.cn:16666/rtp/239.37.0.231:5540$吉林电信
CCTV3,http://hs.hejd.net:7088/rtp/233.50.201.196:5140$浙江电信
CCTV3,http://www.liyajun.top:7088/rtp/239.253.92.191:6057$河北联通
CCTV3,http://woc.iiiya.cn:18888/rtp/239.61.3.34:9722$福建电信
CCTV3,http://home.amucn.net:8800/rtp/239.49.8.74:8000$江苏电信
CCTV3,http://iptv.xxika.net:8188/rtp/239.77.0.169:5146$广东电信
CCTV3,http://z.d4p.cn:8000/rtp/239.49.8.74:8000$江苏电信
CCTV3,http://server.juzhijian.com:8822/rtp/239.16.20.3:10030$河南电信
CCTV3,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.122:10370$湖北电信
CCTV3,http://a.xiongnas.top:8888/rtp/239.3.1.172:8001$北京联通
CCTV3,http://kms.yzzdxc.cn:16666/rtp/239.37.0.231:5540$吉林电信
CCTV3,http://joyznm.i234.me:20000/rtp/239.3.1.172:8001$北京联通
CCTV3,http://101.wifi98.com:9001/rtp/232.0.0.170:1234$辽宁联通
CCTV3,http://alist.guangyuan.site:8188/rtp/239.77.0.169:5146$广东电信
CCTV3,http://zhangkx717.cn:9999/rtp/239.69.1.122:10370$湖北电信
CCTV3,http://www.liangcl.top:8686/rtp/233.50.201.196:5140$浙江电信
CCTV3,http://www.sjwyp.com:4022/rtp/239.254.201.152:7205$河北电信
CCTV4,http://www.hunterpoon.tech:4000/rtp/239.76.245.195:1234$湖南电信
CCTV4,http://www.hunterpoon.tech:4000/rtp/239.76.246.154:1234$湖南电信
CCTV4,http://www.hunterpoon.tech:4000/rtp/239.76.253.154:9000$湖南电信
CCTV4,http://thhomes.cn:4000/rtp/239.3.1.105:8092$北京联通
CCTV4,http://www.yzddy.top:8800/rtp/239.49.8.51:9806$江苏电信
CCTV4,http://kodbox.guangyuan.site:8188/rtp/239.77.0.78:5146$广东电信
CCTV4,http://zczb.aylzline.top:8899/rtp/225.1.2.197:11806$河南联通
CCTV4,http://168250.xyz:1111/rtp/239.5.1.6:5000$天津电信
CCTV4,http://pr.19760929.xyz:9688/rtp/239.77.0.78:5146$广东电信
CCTV4,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.200.101:5140$浙江电信
CCTV4,http://phmanet.com:9999/rtp/239.76.245.195:1234$湖南电信
CCTV4,http://phmanet.com:9999/rtp/239.76.246.154:1234$湖南电信
CCTV4,http://phmanet.com:9999/rtp/239.76.253.154:9000$湖南电信
CCTV4,http://www.sclvip.top:8787/rtp/239.49.8.51:9806$江苏电信
CCTV4,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.4:5140$浙江联通
CCTV4,http://www.lvyjay.win:4022/rtp/233.50.200.101:5140$浙江电信
CCTV4,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.105:8092$北京联通
CCTV4,http://pve.iszbd.com:4022/rtp/225.0.4.176:7980$重庆联通
CCTV4,http://zqh2333.top:2222/rtp/239.94.0.4:5140$四川电信
CCTV4,http://home.scanflove.com:7788/rtp/235.254.198.183:7980$重庆电信
CCTV4,http://r.xace.fun:4999/rtp/239.3.1.105:8092$北京联通
CCTV4,http://www.hiliu.myds.me:18088/rtp/239.69.1.138:10466$湖北电信
CCTV4,http://www.andy-nas.top:8623/rtp/239.76.245.195:1234$湖南电信
CCTV4,http://www.andy-nas.top:8623/rtp/239.76.246.154:1234$湖南电信
CCTV4,http://www.andy-nas.top:8623/rtp/239.76.253.154:9000$湖南电信
CCTV4,http://hiliu.myds.me:18088/rtp/239.69.1.138:10466$湖北电信
CCTV4,http://www.marcvision.xyz:8000/rtp/238.1.78.236:7760$安徽电信
CCTV4,http://b.xiongnas.top:8888/rtp/239.3.1.105:8092$北京联通
CCTV4,http://www.maomizi.cn:9530/rtp/239.77.0.78:5146$广东电信
CCTV4,http://zb.hexuntong.net:8188/rtp/239.3.1.105:8092$北京联通
CCTV4,http://esxi.juzhijian.com:8822/rtp/239.16.20.4:10040$河南电信
CCTV4,http://www.maomizi.cn:9527/rtp/239.77.0.78:5146$广东电信
CCTV4,http://www.lizhinas.top:10086/rtp/239.252.220.184:5140$江西电信
CCTV4,http://audios.guangyuan.site:8188/rtp/239.77.0.78:5146$广东电信
CCTV4,http://jxyxnk.x3322.net:4022/rtp/239.252.220.184:5140$江西电信
CCTV4,http://hook.msen.site:8000/rtp/235.254.198.183:7980$重庆电信
CCTV4,http://nas.yzzdxc.cn:16666/rtp/239.37.0.022:5540$吉林电信
CCTV4,http://hs.hejd.net:7088/rtp/233.50.200.101:5140$浙江电信
CCTV4,http://www.liyajun.top:7088/rtp/239.253.92.251:6141$河北联通
CCTV4,http://woc.iiiya.cn:18888/rtp/239.61.2.206:9224$福建电信
CCTV4,http://home.amucn.net:8800/rtp/239.49.8.51:9806$江苏电信
CCTV4,http://iptv.xxika.net:8188/rtp/239.77.0.78:5146$广东电信
CCTV4,http://z.d4p.cn:8000/rtp/239.49.8.51:9806$江苏电信
CCTV4,http://server.juzhijian.com:8822/rtp/239.16.20.4:10040$河南电信
CCTV4,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.138:10466$湖北电信
CCTV4,http://a.xiongnas.top:8888/rtp/239.3.1.105:8092$北京联通
CCTV4,http://kms.yzzdxc.cn:16666/rtp/239.37.0.022:5540$吉林电信
CCTV4,http://joyznm.i234.me:20000/rtp/239.3.1.105:8092$北京联通
CCTV4,http://alist.guangyuan.site:8188/rtp/239.77.0.78:5146$广东电信
CCTV4,http://zhangkx717.cn:9999/rtp/239.69.1.138:10466$湖北电信
CCTV5,http://www.hunterpoon.tech:4000/rtp/239.76.253.155:9000$湖南电信
CCTV5,http://www.hunterpoon.tech:4000/rtp/239.76.246.155:1234$湖南电信
CCTV5,http://www.hunterpoon.tech:4000/rtp/239.76.254.214:9000$湖南电信
CCTV5,http://thhomes.cn:4000/rtp/239.3.1.173:8001$北京联通
CCTV5,http://www.yzddy.top:8800/rtp/239.49.8.75:8000$江苏电信
CCTV5,http://kodbox.guangyuan.site:8188/rtp/239.77.0.170:5146$广东电信
CCTV5,http://zczb.aylzline.top:8899/rtp/225.1.2.48:10282$河南联通
CCTV5,http://168250.xyz:1111/rtp/239.5.1.102:5000$天津电信
CCTV5,http://pr.19760929.xyz:9688/rtp/239.77.0.170:5146$广东电信
CCTV5,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.200.108:5140$浙江电信
CCTV5,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.194:5140$浙江电信
CCTV5,http://phmanet.com:9999/rtp/239.76.253.155:9000$湖南电信
CCTV5,http://phmanet.com:9999/rtp/239.76.246.155:1234$湖南电信
CCTV5,http://phmanet.com:9999/rtp/239.76.254.214:9000$湖南电信
CCTV5,http://www.sclvip.top:8787/rtp/239.49.8.75:8000$江苏电信
CCTV5,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.197:5140$浙江联通
CCTV5,http://www.lvyjay.win:4022/rtp/233.50.200.108:5140$浙江电信
CCTV5,http://www.lvyjay.win:4022/rtp/233.50.201.194:5140$浙江电信
CCTV5,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.173:8001$北京联通
CCTV5,http://pve.iszbd.com:4022/rtp/225.0.4.143:7980$重庆联通
CCTV5,http://zqh2333.top:2222/rtp/239.94.0.5:5140$四川电信
CCTV5,http://home.scanflove.com:7788/rtp/235.254.198.54:1492$重庆电信
CCTV5,http://r.xace.fun:4999/rtp/239.3.1.173:8001$北京联通
CCTV5,http://www.hiliu.myds.me:18088/rtp/239.69.1.123:10376$湖北电信
CCTV5,http://www.andy-nas.top:8623/rtp/239.76.253.155:9000$湖南电信
CCTV5,http://www.andy-nas.top:8623/rtp/239.76.246.155:1234$湖南电信
CCTV5,http://www.andy-nas.top:8623/rtp/239.76.254.214:9000$湖南电信
CCTV5,http://hiliu.myds.me:18088/rtp/239.69.1.123:10376$湖北电信
CCTV5,http://www.marcvision.xyz:8000/rtp/238.1.78.171:7240$安徽电信
CCTV5,http://b.xiongnas.top:8888/rtp/239.3.1.173:8001$北京联通
CCTV5,http://www.maomizi.cn:9530/rtp/239.77.0.170:5146$广东电信
CCTV5,http://zb.hexuntong.net:8188/rtp/239.3.1.173:8001$北京联通
CCTV5,http://esxi.juzhijian.com:8822/rtp/239.16.20.53:10530$河南电信
CCTV5,http://www.maomizi.cn:9527/rtp/239.77.0.170:5146$广东电信
CCTV5,http://www.lizhinas.top:10086/rtp/239.252.219.198:5140$江西电信
CCTV5,http://audios.guangyuan.site:8188/rtp/239.77.0.170:5146$广东电信
CCTV5,http://jxyxnk.x3322.net:4022/rtp/239.252.219.198:5140$江西电信
CCTV5,http://hook.msen.site:8000/rtp/235.254.198.54:1492$重庆电信
CCTV5,http://nas.yzzdxc.cn:16666/rtp/239.37.0.232:5540$吉林电信
CCTV5,http://hs.hejd.net:7088/rtp/233.50.200.108:5140$浙江电信
CCTV5,http://hs.hejd.net:7088/rtp/233.50.201.194:5140$浙江电信
CCTV5,http://www.liyajun.top:7088/rtp/239.253.92.181:6046$河北联通
CCTV5,http://woc.iiiya.cn:18888/rtp/239.61.3.35:9728$福建电信
CCTV5,http://home.amucn.net:8800/rtp/239.49.8.75:8000$江苏电信
CCTV5,http://iptv.xxika.net:8188/rtp/239.77.0.170:5146$广东电信
CCTV5,http://z.d4p.cn:8000/rtp/239.49.8.75:8000$江苏电信
CCTV5,http://server.juzhijian.com:8822/rtp/239.16.20.53:10530$河南电信
CCTV5,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.123:10376$湖北电信
CCTV5,http://a.xiongnas.top:8888/rtp/239.3.1.173:8001$北京联通
CCTV5,http://kms.yzzdxc.cn:16666/rtp/239.37.0.232:5540$吉林电信
CCTV5+,http://www.hunterpoon.tech:4000/rtp/239.76.246.168:1234$湖南电信
CCTV5+,http://www.hunterpoon.tech:4000/rtp/239.76.254.215:9000$湖南电信
CCTV5+,http://thhomes.cn:4000/rtp/239.3.1.130:8004$北京联通
CCTV5+,http://www.yzddy.top:8800/rtp/239.49.8.18:9610$江苏电信
CCTV5+,http://kodbox.guangyuan.site:8188/rtp/239.77.0.87:5146$广东电信
CCTV5+,http://168250.xyz:1111/rtp/239.5.1.7:5000$天津电信
CCTV5+,http://pr.19760929.xyz:9688/rtp/239.77.0.87:5146$广东电信
CCTV5+,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.220:5140$浙江电信
CCTV5+,http://phmanet.com:9999/rtp/239.76.246.168:1234$湖南电信
CCTV5+,http://phmanet.com:9999/rtp/239.76.254.215:9000$湖南电信
CCTV5+,http://www.sclvip.top:8787/rtp/239.49.8.18:9610$江苏电信
CCTV5+,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.220:5140$浙江联通
CCTV5+,http://www.lvyjay.win:4022/rtp/233.50.201.220:5140$浙江电信
CCTV5+,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.130:8004$北京联通
CCTV5+,http://pve.iszbd.com:4022/rtp/225.0.4.73:7980$重庆联通
CCTV5+,http://zqh2333.top:2222/rtp/239.94.0.19:5140$四川电信
CCTV5+,http://home.scanflove.com:7788/rtp/235.254.198.122:1764$重庆电信
CCTV5+,http://r.xace.fun:4999/rtp/239.3.1.130:8004$北京联通
CCTV5+,http://www.hiliu.myds.me:18088/rtp/239.254.96.234:9484$湖北电信
CCTV5+,http://www.andy-nas.top:8623/rtp/239.76.246.168:1234$湖南电信
CCTV5+,http://www.andy-nas.top:8623/rtp/239.76.254.215:9000$湖南电信
CCTV5+,http://hiliu.myds.me:18088/rtp/239.254.96.234:9484$湖北电信
CCTV5+,http://www.marcvision.xyz:8000/rtp/238.1.78.237:7768$安徽电信
CCTV5+,http://b.xiongnas.top:8888/rtp/239.3.1.130:8004$北京联通
CCTV5+,http://www.maomizi.cn:9530/rtp/239.77.0.87:5146$广东电信
CCTV5+,http://zb.hexuntong.net:8188/rtp/239.3.1.130:8004$北京联通
CCTV5+,http://esxi.juzhijian.com:8822/rtp/239.16.20.5:10050$河南电信
CCTV5+,http://www.maomizi.cn:9527/rtp/239.77.0.87:5146$广东电信
CCTV5+,http://www.lizhinas.top:10086/rtp/239.252.219.72:5140$江西电信
CCTV5+,http://audios.guangyuan.site:8188/rtp/239.77.0.87:5146$广东电信
CCTV5+,http://jxyxnk.x3322.net:4022/rtp/239.252.219.72:5140$江西电信
CCTV5+,http://hook.msen.site:8000/rtp/235.254.198.122:1764$重庆电信
CCTV5+,http://nas.yzzdxc.cn:16666/rtp/239.37.0.121:5540$吉林电信
CCTV5+,http://hs.hejd.net:7088/rtp/233.50.201.220:5140$浙江电信
CCTV5+,http://www.liyajun.top:7088/rtp/239.253.92.82:8013$河北联通
CCTV5+,http://woc.iiiya.cn:18888/rtp/239.61.2.171:9014$福建电信
CCTV5+,http://home.amucn.net:8800/rtp/239.49.8.18:9610$江苏电信
CCTV5+,http://iptv.xxika.net:8188/rtp/239.77.0.87:5146$广东电信
CCTV5+,http://z.d4p.cn:8000/rtp/239.49.8.18:9610$江苏电信
CCTV5+,http://server.juzhijian.com:8822/rtp/239.16.20.5:10050$河南电信
CCTV5+,http://xu3791vg3503.vicp.fun:8808/rtp/239.254.96.234:9484$湖北电信
CCTV5+,http://a.xiongnas.top:8888/rtp/239.3.1.130:8004$北京联通
CCTV5+,http://kms.yzzdxc.cn:16666/rtp/239.37.0.121:5540$吉林电信
CCTV5+,http://joyznm.i234.me:20000/rtp/239.3.1.130:8004$北京联通
CCTV5+,http://alist.guangyuan.site:8188/rtp/239.77.0.87:5146$广东电信
CCTV5+,http://zhangkx717.cn:9999/rtp/239.254.96.234:9484$湖北电信
CCTV5+,http://www.liangcl.top:8686/rtp/233.50.201.220:5140$浙江电信
CCTV5+,http://www.sjwyp.com:4022/rtp/239.254.200.46:8004$河北电信
CCTV5+,http://share.xlangnan.cn:10316/rtp/239.254.200.46:8004$河北电信
CCTV5+,http://www.zlizi.cn:4023/rtp/239.76.246.168:1234$湖南电信
CCTV6,http://www.hunterpoon.tech:4000/rtp/239.76.253.156:9000$湖南电信
CCTV6,http://www.hunterpoon.tech:4000/rtp/239.76.246.156:1234$湖南电信
CCTV6,http://thhomes.cn:4000/rtp/239.3.1.174:8001$北京联通
CCTV6,http://www.yzddy.top:8800/rtp/239.49.8.76:8000$江苏电信
CCTV6,http://kodbox.guangyuan.site:8188/rtp/239.77.0.171:5146$广东电信
CCTV6,http://zczb.aylzline.top:8899/rtp/225.1.2.143:10876$河南联通
CCTV6,http://168250.xyz:1111/rtp/239.5.1.103:5000$天津电信
CCTV6,http://pr.19760929.xyz:9688/rtp/239.77.0.171:5146$广东电信
CCTV6,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.200.109:5140$浙江电信
CCTV6,http://phmanet.com:9999/rtp/239.76.253.156:9000$湖南电信
CCTV6,http://phmanet.com:9999/rtp/239.76.246.156:1234$湖南电信
CCTV6,http://www.sclvip.top:8787/rtp/239.49.8.76:8000$江苏电信
CCTV6,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.198:5140$浙江联通
CCTV6,http://www.lvyjay.win:4022/rtp/233.50.200.109:5140$浙江电信
CCTV6,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.174:8001$北京联通
CCTV6,http://pve.iszbd.com:4022/rtp/225.0.4.144:7980$重庆联通
CCTV6,http://zqh2333.top:2222/rtp/239.94.0.6:5140$四川电信
CCTV6,http://home.scanflove.com:7788/rtp/235.254.198.55:1496$重庆电信
CCTV6,http://r.xace.fun:4999/rtp/239.3.1.174:8001$北京联通
CCTV6,http://www.hiliu.myds.me:18088/rtp/239.69.1.124:10382$湖北电信
CCTV6,http://www.andy-nas.top:8623/rtp/239.76.253.156:9000$湖南电信
CCTV6,http://www.andy-nas.top:8623/rtp/239.76.246.156:1234$湖南电信
CCTV6,http://hiliu.myds.me:18088/rtp/239.69.1.124:10382$湖北电信
CCTV6,http://www.marcvision.xyz:8000/rtp/238.1.78.172:7248$安徽电信
CCTV6,http://b.xiongnas.top:8888/rtp/239.3.1.174:8001$北京联通
CCTV6,http://www.maomizi.cn:9530/rtp/239.77.0.171:5146$广东电信
CCTV6,http://zb.hexuntong.net:8188/rtp/239.3.1.174:8001$北京联通
CCTV6,http://esxi.juzhijian.com:8822/rtp/239.16.20.6:10060$河南电信
CCTV6,http://www.maomizi.cn:9527/rtp/239.77.0.171:5146$广东电信
CCTV6,http://www.lizhinas.top:10086/rtp/239.252.219.237:5140$江西电信
CCTV6,http://audios.guangyuan.site:8188/rtp/239.77.0.171:5146$广东电信
CCTV6,http://jxyxnk.x3322.net:4022/rtp/239.252.219.237:5140$江西电信
CCTV6,http://hook.msen.site:8000/rtp/235.254.198.55:1496$重庆电信
CCTV6,http://nas.yzzdxc.cn:16666/rtp/239.37.0.233:5540$吉林电信
CCTV6,http://hs.hejd.net:7088/rtp/233.50.200.109:5140$浙江电信
CCTV6,http://www.liyajun.top:7088/rtp/239.253.92.193:6058$河北联通
CCTV6,http://woc.iiiya.cn:18888/rtp/239.61.3.36:9734$福建电信
CCTV6,http://home.amucn.net:8800/rtp/239.49.8.76:8000$江苏电信
CCTV6,http://iptv.xxika.net:8188/rtp/239.77.0.171:5146$广东电信
CCTV6,http://z.d4p.cn:8000/rtp/239.49.8.76:8000$江苏电信
CCTV6,http://server.juzhijian.com:8822/rtp/239.16.20.6:10060$河南电信
CCTV6,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.124:10382$湖北电信
CCTV6,http://a.xiongnas.top:8888/rtp/239.3.1.174:8001$北京联通
CCTV6,http://kms.yzzdxc.cn:16666/rtp/239.37.0.233:5540$吉林电信
CCTV6,http://joyznm.i234.me:20000/rtp/239.3.1.174:8001$北京联通
CCTV6,http://101.wifi98.com:9001/rtp/232.0.0.172:1234$辽宁联通
CCTV6,http://alist.guangyuan.site:8188/rtp/239.77.0.171:5146$广东电信
CCTV6,http://zhangkx717.cn:9999/rtp/239.69.1.124:10382$湖北电信
CCTV6,http://www.liangcl.top:8686/rtp/233.50.200.109:5140$浙江电信
CCTV6,http://www.sjwyp.com:4022/rtp/239.254.201.154:7207$河北电信
CCTV7,http://www.hunterpoon.tech:4000/rtp/239.76.253.157:9000$湖南电信
CCTV7,http://www.hunterpoon.tech:4000/rtp/239.76.246.157:1234$湖南电信
CCTV7,http://thhomes.cn:4000/rtp/239.3.1.61:8104$北京联通
CCTV7,http://www.yzddy.top:8800/rtp/239.49.0.126:8000$江苏电信
CCTV7,http://kodbox.guangyuan.site:8188/rtp/239.77.0.138:5146$广东电信
CCTV7,http://zczb.aylzline.top:8899/rtp/225.1.2.79:10468$河南联通
CCTV7,http://168250.xyz:1111/rtp/239.5.1.8:5000$天津电信
CCTV7,http://pr.19760929.xyz:9688/rtp/239.77.0.138:5146$广东电信
CCTV7,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.200.102:5140$浙江电信
CCTV7,http://phmanet.com:9999/rtp/239.76.253.157:9000$湖南电信
CCTV7,http://phmanet.com:9999/rtp/239.76.246.157:1234$湖南电信
CCTV7,http://www.sclvip.top:8787/rtp/239.49.0.126:8000$江苏电信
CCTV7,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.120:5140$浙江联通
CCTV7,http://www.lvyjay.win:4022/rtp/233.50.200.102:5140$浙江电信
CCTV7,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.61:8104$北京联通
CCTV7,http://pve.iszbd.com:4022/rtp/225.0.4.127:7980$重庆联通
CCTV7,http://zqh2333.top:2222/rtp/239.94.0.7:5140$四川电信
CCTV7,http://home.scanflove.com:7788/rtp/235.254.198.56:1500$重庆电信
CCTV7,http://r.xace.fun:4999/rtp/239.3.1.61:8104$北京联通
CCTV7,http://www.hiliu.myds.me:18088/rtp/239.69.1.103:10256$湖北电信
CCTV7,http://www.andy-nas.top:8623/rtp/239.76.253.157:9000$湖南电信
CCTV7,http://www.andy-nas.top:8623/rtp/239.76.246.157:1234$湖南电信
CCTV7,http://hiliu.myds.me:18088/rtp/239.69.1.103:10256$湖北电信
CCTV7,http://www.marcvision.xyz:8000/rtp/238.1.78.239:7784$安徽电信
CCTV7,http://b.xiongnas.top:8888/rtp/239.3.1.61:8104$北京联通
CCTV7,http://www.maomizi.cn:9530/rtp/239.77.0.138:5146$广东电信
CCTV7,http://zb.hexuntong.net:8188/rtp/239.3.1.61:8104$北京联通
CCTV7,http://esxi.juzhijian.com:8822/rtp/239.16.20.51:10510$河南电信
CCTV7,http://www.maomizi.cn:9527/rtp/239.77.0.138:5146$广东电信
CCTV7,http://www.lizhinas.top:10086/rtp/239.252.220.185:5140$江西电信
CCTV7,http://audios.guangyuan.site:8188/rtp/239.77.0.138:5146$广东电信
CCTV7,http://jxyxnk.x3322.net:4022/rtp/239.252.220.185:5140$江西电信
CCTV7,http://hook.msen.site:8000/rtp/235.254.198.56:1500$重庆电信
CCTV7,http://hs.hejd.net:7088/rtp/233.50.200.102:5140$浙江电信
CCTV7,http://www.liyajun.top:7088/rtp/239.253.92.194:6059$河北联通
CCTV7,http://woc.iiiya.cn:18888/rtp/239.61.2.175:9038$福建电信
CCTV7,http://home.amucn.net:8800/rtp/239.49.0.126:8000$江苏电信
CCTV7,http://iptv.xxika.net:8188/rtp/239.77.0.138:5146$广东电信
CCTV7,http://z.d4p.cn:8000/rtp/239.49.0.126:8000$江苏电信
CCTV7,http://server.juzhijian.com:8822/rtp/239.16.20.51:10510$河南电信
CCTV7,http://xu3791vg3503.vicp.fun:8808/rtp/239.69.1.103:10256$湖北电信
CCTV7,http://a.xiongnas.top:8888/rtp/239.3.1.61:8104$北京联通
CCTV7,http://joyznm.i234.me:20000/rtp/239.3.1.61:8104$北京联通
CCTV7,http://101.wifi98.com:9001/rtp/232.0.0.136:1234$辽宁联通
CCTV7,http://alist.guangyuan.site:8188/rtp/239.77.0.138:5146$广东电信
CCTV7,http://zhangkx717.cn:9999/rtp/239.69.1.103:10256$湖北电信
CCTV7,http://www.liangcl.top:8686/rtp/233.50.200.102:5140$浙江电信
CCTV7,http://www.sjwyp.com:4022/rtp/239.254.200.159:6000$河北电信
CCTV7,http://share.xlangnan.cn:10316/rtp/239.254.200.159:6000$河北电信
CCTV7,http://www.zlizi.cn:4023/rtp/239.76.253.157:9000$湖南电信
CCTV8,http://www.hunterpoon.tech:4000/rtp/239.76.253.158:9000$湖南电信
CCTV8,http://www.hunterpoon.tech:4000/rtp/239.76.246.158:1234$湖南电信
CCTV8,http://thhomes.cn:4000/rtp/239.3.1.175:8001$北京联通
CCTV8,http://www.yzddy.top:8800/rtp/239.49.8.77:8000$江苏电信
CCTV8,http://kodbox.guangyuan.site:8188/rtp/239.77.0.172:5146$广东电信
CCTV8,http://zczb.aylzline.top:8899/rtp/225.1.2.144:10882$河南联通
CCTV8,http://168250.xyz:1111/rtp/239.5.1.104:5000$天津电信
CCTV8,http://pr.19760929.xyz:9688/rtp/239.77.0.172:5146$广东电信
CCTV8,http://ipv4.hs.imyjy.cn:7088/rtp/233.50.201.116:5140$浙江电信
CCTV8,http://phmanet.com:9999/rtp/239.76.253.158:9000$湖南电信
CCTV8,http://phmanet.com:9999/rtp/239.76.246.158:1234$湖南电信
CCTV8,http://www.sclvip.top:8787/rtp/239.49.8.77:8000$江苏电信
CCTV8,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.199:5140$浙江联通
CCTV8,http://www.lvyjay.win:4022/rtp/233.50.201.116:5140$浙江电信
CCTV8,http://naslmd2.myqnapcloud.com:4022/rtp/239.3.1.175:8001$北京联通
CCTV8,http://pve.iszbd.com:4022/rtp/225.0.4.137:7980$重庆联通
CCTV8,http://zqh2333.top:2222/rtp/239.94.0.8:5140$四川电信
CCTV8,http://home.scanflove.com:7788/rtp/235.254.198.57:1504$重庆电信
CCTV8,http://r.xace.fun:4999/rtp/239.3.1.175:8001$北京联通
